0.0,0.402442,0.180456,-0.881295
0.023000001907348633,0.406895,0.181743,-0.878719
0.03900003433227539,0.380908,0.188603,-0.916170
0.05900001525878906,0.385602,0.186120,-0.938084
0.08000016212463379,0.396581,0.192404,-0.957680
0.10000014305114746,0.393674,0.198371,-0.972462
0.11899995803833008,0.406032,0.209093,-0.972992
0.1400001049041748,0.415679,0.204111,-0.970825
0.16199994087219238,0.399257,0.193946,-0.974973
0.1809999942779541,0.416058,0.191511,-1.015518
0.19900012016296387,0.417526,0.220634,-1.087905
0.2200000286102295,0.412210,0.212409,-1.139745
0.2390000820159912,0.461671,0.238943,-1.252372
0.25999999046325684,0.582537,0.152849,-1.419518
0.27900004386901855,0.607359,0.179183,-1.499040
0.2999999523162842,0.497549,0.169068,-1.630311
0.3190000057220459,0.496670,0.073978,-1.662855
0.33899998664855957,0.484555,-0.037863,-1.694522
0.35899996757507324,0.343325,0.053678,-1.619002
0.3810000419616699,0.239097,0.050762,-1.396348
0.4030001163482666,0.338943,-0.037833,-1.174894
0.42100000381469727,0.387450,-0.130424,-1.008944
0.44099998474121094,0.210338,-0.127577,-0.884217
0.4630000591278076,0.021657,-0.110313,-0.782418
0.4809999465942383,-0.146609,-0.098757,-0.621360
0.49900007247924805,-0.169871,-0.092214,-0.579834
0.5210001468658447,-0.199781,-0.066880,-0.315733
0.5399999618530273,-0.213993,-0.088455,-0.042565
0.5590000152587891,-0.297432,-0.015026,0.041200
0.5789999961853027,-0.455370,0.123862,0.080983
0.5989999771118164,-0.581271,0.241584,0.173202
0.6189999580383301,-0.601299,0.256541,0.316310
0.6400001049041748,-0.504165,0.281740,0.394332
0.6600000858306885,-0.546462,0.453931,0.486304
0.6790001392364502,-0.424713,0.506432,0.499606
0.7000000476837158,-0.286073,0.241865,0.545169
0.7200000286102295,-0.298158,0.210078,0.523210
0.7400000095367432,-0.404395,0.271607,0.250176
0.7590000629425049,-0.404395,0.271607,0.250176
0.7810001373291016,-0.454567,0.666523,-0.139091
0.7990000247955322,0.087643,1.157822,-0.562762
0.8199999332427979,0.615955,2.041810,-0.837619
0.8400001525878906,1.267298,2.555506,-1.409068
0.8589999675750732,1.485131,2.461446,-1.827381
0.880000114440918,1.304962,2.357965,-2.080003
0.9000000953674316,1.386650,2.022673,-2.175200
0.9200000762939453,1.570029,1.610721,-2.149091
0.942000150680542,1.482695,1.326782,-2.152210
0.9590001106262207,1.377700,1.180987,-2.085651
0.9790000915527344,1.187200,1.158953,-2.049941
1.001000165939331,1.187200,1.158953,-2.049941
1.0190000534057617,1.004910,1.107281,-1.849538
1.0420000553131104,0.545708,1.092121,-1.844086
1.059000015258789,0.356684,1.072015,-1.680224
1.0800001621246338,0.394143,1.040208,-1.531571
1.0989999771118164,0.501121,0.904394,-1.329289
1.11899995803833,0.445589,0.839018,-1.314584
1.1389999389648438,0.320648,0.737187,-1.154525
1.1590001583099365,0.384542,0.579189,-0.942567
1.1790001392364502,0.404896,0.338774,-0.717932
1.2000000476837158,0.474952,0.236068,-0.563875
1.2190001010894775,0.560231,0.235293,-0.479655
1.2400000095367432,0.581311,0.202779,-0.410264
1.2590000629425049,0.588899,0.018458,-0.178346
1.2790000438690186,0.584608,-0.047941,0.045798
1.2990000247955322,0.644689,-0.083947,0.236500
1.319000005722046,0.682439,-0.109012,0.399550
1.3400001525878906,0.751653,-0.088096,0.557026
1.3589999675750732,0.726104,-0.108208,0.661249
1.378999948501587,0.693969,-0.256636,0.722947
1.3990001678466797,0.673175,-0.288046,0.778677
1.4190001487731934,0.735787,-0.286820,0.716154
1.440000057220459,0.742369,-0.301638,0.702659
1.4590001106262207,0.729012,-0.289574,0.623314
1.4790000915527344,0.790408,-0.262331,0.567871
1.5,0.911136,-0.218790,0.530752
1.5190000534057617,0.959536,0.047353,0.354851
1.5390000343322754,1.237599,0.270291,0.396544
1.559000015258789,1.433629,0.603471,0.131571
1.5789999961853027,1.064263,1.103391,-0.553956
1.5989999771118164,0.545056,1.593546,-1.077623
1.61899995803833,0.373095,1.674293,-1.404887
1.6389999389648438,-0.274503,1.769325,-1.885126
1.6600000858306885,-0.236794,1.485523,-1.993665
1.6790001392364502,0.016766,1.173310,-2.035085
1.6990001201629639,0.147762,1.129497,-1.936874
1.7200000286102295,0.078820,1.201118,-1.924590
1.7409999370574951,-0.001652,1.222488,-1.838827
1.7590000629425049,0.136526,0.964568,-1.689151
1.7799999713897705,0.300583,0.737793,-1.533010
1.7990000247955322,0.180657,0.651017,-1.375419
1.819000005722046,0.204265,0.542781,-1.196203
1.8389999866485596,0.245064,0.472467,-1.103989
1.8589999675750732,0.319694,0.361642,-0.983048
1.880000114440918,0.393998,0.351705,-0.846682
1.8990001678466797,0.365536,0.352236,-0.806510
1.9190001487731934,0.413068,0.334996,-0.763535
1.939000129699707,0.405759,0.315725,-0.761790
1.9590001106262207,0.390676,0.304790,-0.757930
1.9800000190734863,0.404593,0.276681,-0.738347
1.999000072479248,0.398535,0.282831,-0.749343
2.0190000534057617,0.451192,0.194267,-0.768803
2.0390000343322754,0.419511,0.196797,-0.801120
2.059000015258789,0.370148,0.207019,-0.842249
2.080000162124634,0.385208,0.180321,-0.876342
2.0989999771118164,0.394673,0.210547,-0.887775
2.11899995803833,0.365613,0.215243,-0.865620
2.1389999389648438,0.400034,0.207139,-0.861500
2.1590001583099365,0.425886,0.220407,-0.861423
2.17900013923645,0.392328,0.235752,-0.856825
2.199000120162964,0.423361,0.206584,-0.849147
